Operation,TenantName,TenantId,Environment,InitialInstanceType,FinalInstanceType,EventDate
restart,sats,28369,prod7,,,2024-05-15T18:01:25+03:00
increase,ohlis,29275,prod,m6i.4xlarge,m6i.8xlarge,2024-05-15T07:00:47+03:00
increase,costar,29758,prod,m6i.4xlarge,m6i.8xlarge,2024-05-15T07:00:47+03:00
increase,lamarcountyschools,29761,prod,m6i.4xlarge,m6i.8xlarge,2024-05-15T07:00:47+03:00
restart,pea,,prod7,,,2024-05-14T18:01:17+03:00
restart,lab-kpmg,28364,prod,,,2024-05-14T07:01:23+03:00
restart,az-dohs,28350,prod,,,2024-05-13T07:01:23+03:00
restart,sarpi,28348,prod4,,,2024-05-13T07:01:23+03:00
restart,optumhealth,1131,prod,,,2024-05-13T07:01:23+03:00
increase,gilead,22836,prod,m6i.8xlarge,m6i.12xlarge,2024-05-13T07:00:34+03:00
increase,firstquality,23121,prod,m6i.4xlarge,m6i.8xlarge,2024-05-13T07:00:34+03:00
increase,bar-ilan,26922,prod4,m6i.4xlarge,m6i.8xlarge,2024-05-12T07:00:39+03:00
restart,largo-fl,27111,prod,,,2024-05-09T07:01:18+03:00
increase,casaley,29303,prod,m6i.4xlarge,m6i.8xlarge,2024-05-09T07:00:33+03:00
decrease,houstonmethodist,239,prod,m6i.32xlarge,m6i.24xlarge,2024-05-08T07:01:34+03:00
decrease,nycdep,20385,prod,m5.16xlarge,m6i.12xlarge,2024-05-08T07:01:34+03:00
decrease,olymel,20488,prod,m6i.16xlarge,m6i.12xlarge,2024-05-08T07:01:34+03:00
decrease,nysits,21144,prod,m6i.24xlarge,m6i.16xlarge,2024-05-08T07:01:34+03:00
decrease,lowes-uvm,26817,prod,m6i.24xlarge,m6i.16xlarge,2024-05-08T07:01:34+03:00
decrease,attlab,29691,prod,m6i.32xlarge,m6i.24xlarge,2024-05-08T07:01:34+03:00
decrease,pgpglass,28043,prod9,m6i.8xlarge,m6i.4xlarge,2024-05-07T18:01:39+03:00
restart,lab-pentesec,28303,prod4,,,2024-05-07T07:01:28+03:00
restart,ociga,28297,prod,,,2024-05-06T07:01:36+03:00
restart,baker-co-fl,27273,prod,,,2024-05-03T07:01:31+03:00
restart,lee-bocc-util-fl,27122,prod,,,2024-05-03T07:01:31+03:00
restart,pacificdental,24190,prod,,,2024-05-03T07:01:31+03:00
decrease,ibmeu,30000007,prod4,m5.16xlarge,m6i.12xlarge,2024-05-03T07:01:23+03:00
decrease,uhnca,832,prod,m6i.24xlarge,m6i.16xlarge,2024-05-01T07:01:35+03:00
decrease,musc-edu,20221,prod,m6i.16xlarge,m6i.12xlarge,2024-05-01T07:01:35+03:00
decrease,lab-crestdata,24566,prod4,m6i.8xlarge,m6i.4xlarge,2024-05-01T07:01:35+03:00
increase,pgpglass,28043,prod9,m6i.4xlarge,m6i.8xlarge,2024-04-30T18:00:47+03:00
restart,stuart-fl,27266,prod,,,2024-04-30T07:01:32+03:00
restart,santa-rosa-bocc-fl,27262,prod,,,2024-04-30T07:01:32+03:00
restart,alexlee,27753,prod,,,2024-04-30T07:01:32+03:00
restart,tampa-fl,27103,prod,,,2024-04-30T07:01:32+03:00
restart,new-port-richey-fl,27140,prod,,,2024-04-30T07:01:32+03:00
restart,orange-cocc-fl,27146,prod,,,2024-04-30T07:01:32+03:00
restart,vestas-nce,27821,prod4,,,2024-04-30T07:01:32+03:00
restart,enbridge,28256,prod,,,2024-04-30T07:01:32+03:00
decrease,velmart,26236,prod4,m6i.8xlarge,m6i.4xlarge,2024-04-30T07:01:16+03:00
increase,baxter,27756,prod,m6i.12xlarge,m6i.16xlarge,2024-04-30T07:00:33+03:00
restart,keysight-cloud,,prod,,,2024-04-29T07:01:24+03:00
restart,jonesboro,28243,prod,,,2024-04-29T07:01:24+03:00
restart,velmart,26236,prod4,,,2024-04-29T07:01:24+03:00
restart,vitalenergy,28238,prod,,,2024-04-29T07:01:24+03:00
restart,tsa-rail1,26642,prod,,,2024-04-29T07:01:24+03:00
restart,slps,27310,prod,,,2024-04-29T07:01:24+03:00
restart,ab-inbev,25567,prod,,,2024-04-29T07:01:24+03:00
restart,nortonhealthcare,26620,prod,,,2024-04-29T07:01:24+03:00
restart,surtidora-mx,28227,prod,,,2024-04-28T07:01:26+03:00
increase,ashdodport,24723,prod,m6i.4xlarge,m6i.8xlarge,2024-04-28T07:00:41+03:00
restart,uwcseapoc,,prod7,,,2024-04-27T18:01:31+03:00
restart,msiscorp,,prod7,,,2024-04-27T18:01:31+03:00
restart,unitedairlines-poc,660,prod,,,2024-04-27T07:01:17+03:00
restart,iga,26163,prod,,,2024-04-27T07:01:17+03:00
restart,mpa,26616,prod,,,2024-04-27T07:01:17+03:00
increase,yvr,28349,prod,m6i.4xlarge,m6i.8xlarge,2024-04-26T07:00:34+03:00
deployment,uhnj,20271,prod,,,2024-07-25T09:18:43Z
deployment,uhnj,20271,prod,,,2024-07-25T09:00:22Z
deployment,uhnj,20271,prod,,,2024-07-24T12:23:40Z
deployment,uhnj,20271,prod,,,2024-07-24T11:17:15Z
deployment,uhnj,20271,prod,,,2024-07-24T05:57:05Z
deployment,uhnj,20271,prod,,,2024-07-23T09:35:01Z
deployment,uhnj,20271,prod,,,2024-07-22T04:08:18Z
deployment,uhnj,20271,prod,,,2024-07-10T06:06:39Z
deployment,uhnj,20271,prod,,,2024-07-01T07:30:39Z
deployment,uhnj,20271,prod,,,2024-07-01T07:15:14Z
deployment,uhnj,20271,prod,,,2024-06-26T10:38:04Z
deployment,uhnj,20271,prod,,,2024-06-26T06:58:35Z
deployment,uhnj,20271,prod,,,2024-06-25T07:42:24Z
deployment,uhnj,20271,prod,,,2024-06-24T11:44:20Z
deployment,uhnj,20271,prod,,,2024-06-23T05:20:39Z
deployment,uhnj,20271,prod,,,2024-06-20T07:12:27Z
deployment,uhnj,20271,prod,,,2024-06-16T11:03:21Z
deployment,uhnj,20271,prod,,,2024-06-16T10:39:50Z
deployment,uhnj,20271,prod,,,2024-06-16T06:03:53Z
deployment,uhnj,20271,prod,,,2024-06-03T07:55:45Z
deployment,uhnj,20271,prod,,,2024-06-02T05:12:09Z
deployment,uhnj,20271,prod,,,2024-05-28T04:10:48Z
deployment,uhnj,20271,prod,,,2024-05-22T15:19:25Z
deployment,uhnj,20271,prod,,,2024-05-22T07:12:58Z
deployment,uhnj,20271,prod,,,2024-05-19T05:38:02Z
deployment,uhnj,20271,prod,,,2024-05-07T07:23:06Z
deployment,papardo-ita,26932,prod4,,,2024-07-25T04:05:28Z
deployment,papardo-ita,26932,prod4,,,2024-07-21T08:12:59Z
deployment,papardo-ita,26932,prod4,,,2024-07-10T04:04:41Z
deployment,papardo-ita,26932,prod4,,,2024-07-01T14:48:51Z
deployment,papardo-ita,26932,prod4,,,2024-06-26T11:15:09Z
deployment,papardo-ita,26932,prod4,,,2024-06-26T08:08:47Z
deployment,papardo-ita,26932,prod4,,,2024-06-26T04:41:38Z
deployment,papardo-ita,26932,prod4,,,2024-06-23T06:06:29Z
deployment,papardo-ita,26932,prod4,,,2024-06-20T07:47:55Z
deployment,papardo-ita,26932,prod4,,,2024-06-16T12:31:07Z
deployment,papardo-ita,26932,prod4,,,2024-06-16T09:03:23Z
deployment,papardo-ita,26932,prod4,,,2024-06-03T08:01:07Z
deployment,papardo-ita,26932,prod4,,,2024-06-02T08:01:58Z
deployment,papardo-ita,26932,prod4,,,2024-05-29T04:09:09Z
deployment,papardo-ita,26932,prod4,,,2024-05-22T15:01:54Z
deployment,papardo-ita,26932,prod4,,,2024-05-22T04:25:18Z
deployment,papardo-ita,26932,prod4,,,2024-05-16T04:43:32Z
deployment,papardo-ita,26932,prod4,,,2024-05-08T04:11:35Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-25T10:22:11Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-25T09:18:43Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-25T09:00:22Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-24T12:23:40Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-24T11:17:15Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-24T05:57:05Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-23T09:35:01Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-22T04:08:18Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-10T06:06:39Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-01T07:30:39Z
deployment,brevard-cso-fl,27278,prod,,,2024-07-01T07:15:14Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-26T10:38:04Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-26T06:58:35Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-25T07:42:24Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-24T11:44:20Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-23T05:20:39Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-20T07:12:27Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-16T11:03:21Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-16T10:39:50Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-16T06:03:53Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-03T07:07:27Z
deployment,brevard-cso-fl,27278,prod,,,2024-06-02T05:12:09Z
deployment,brevard-cso-fl,27278,prod,,,2024-05-28T04:10:48Z
deployment,brevard-cso-fl,27278,prod,,,2024-05-23T04:55:28Z
deployment,brevard-cso-fl,27278,prod,,,2024-05-22T15:19:25Z
deployment,brevard-cso-fl,27278,prod,,,2024-05-22T07:12:58Z
deployment,brevard-cso-fl,27278,prod,,,2024-05-19T05:38:02Z
deployment,brevard-cso-fl,27278,prod,,,2024-05-07T07:23:06Z
deployment,hprm,28611,prod7,,,2024-07-24T13:08:39Z
deployment,hprm,28611,prod7,,,2024-07-22T05:12:05Z
deployment,hprm,28611,prod7,,,2024-07-09T12:47:24Z
deployment,hprm,28611,prod7,,,2024-07-01T10:45:33Z
deployment,hprm,28611,prod7,,,2024-06-26T11:15:09Z
deployment,hprm,28611,prod7,,,2024-06-26T08:30:13Z
deployment,hprm,28611,prod7,,,2024-06-25T15:01:49Z
deployment,hprm,28611,prod7,,,2024-06-23T06:53:39Z
deployment,hprm,28611,prod7,,,2024-06-23T06:50:01Z
deployment,hprm,28611,prod7,,,2024-06-16T12:28:44Z
deployment,hprm,28611,prod7,,,2024-06-03T08:01:07Z
deployment,hprm,28611,prod7,,,2024-06-02T09:40:00Z
deployment,hprm,28611,prod7,,,2024-05-28T11:27:24Z
deployment,hprm,28611,prod7,,,2024-05-22T14:51:36Z
deployment,hprm,28611,prod7,,,2024-05-21T14:37:24Z
deployment,hprm,28611,prod7,,,2024-05-19T11:06:25Z
deployment,hprm,28611,prod7,,,2024-05-07T12:24:13Z
deployment,hprm,28611,prod7,,,2024-05-07T11:52:56Z
deployment,hprm,28611,prod7,,,2024-05-07T11:31:00Z
deployment,siciliadigitale,30141,prod4,,,2024-07-25T04:05:28Z
deployment,siciliadigitale,30141,prod4,,,2024-07-21T08:12:59Z
deployment,siciliadigitale,30141,prod4,,,2024-07-10T04:04:41Z
deployment,siciliadigitale,30141,prod4,,,2024-07-01T14:48:51Z
deployment,siciliadigitale,30141,prod4,,,2024-06-26T11:15:09Z
deployment,siciliadigitale,30141,prod4,,,2024-06-26T08:08:47Z
deployment,siciliadigitale,30141,prod4,,,2024-06-26T04:41:38Z
deployment,siciliadigitale,30141,prod4,,,2024-06-23T06:06:29Z
deployment,siciliadigitale,30141,prod4,,,2024-06-20T07:47:55Z
deployment,siciliadigitale,30141,prod4,,,2024-06-16T12:31:07Z
deployment,siciliadigitale,30141,prod4,,,2024-06-16T09:03:23Z
deployment,siciliadigitale,30141,prod4,,,2024-06-04T07:52:25Z
deployment,gpn,28575,prod4,,,2024-07-25T04:05:28Z
deployment,gpn,28575,prod4,,,2024-07-21T08:12:59Z
deployment,gpn,28575,prod4,,,2024-07-10T04:04:41Z
deployment,gpn,28575,prod4,,,2024-07-01T14:48:51Z
deployment,gpn,28575,prod4,,,2024-06-26T11:15:09Z
deployment,gpn,28575,prod4,,,2024-06-26T08:08:47Z
deployment,gpn,28575,prod4,,,2024-06-26T04:41:38Z
deployment,gpn,28575,prod4,,,2024-06-23T06:06:29Z
deployment,gpn,28575,prod4,,,2024-06-20T07:47:55Z
deployment,gpn,28575,prod4,,,2024-06-16T12:31:07Z
deployment,gpn,28575,prod4,,,2024-06-16T09:03:23Z
deployment,gpn,28575,prod4,,,2024-06-03T08:01:07Z
deployment,gpn,28575,prod4,,,2024-06-02T08:01:58Z
deployment,gpn,28575,prod4,,,2024-05-29T04:09:09Z
deployment,gpn,28575,prod4,,,2024-05-22T15:01:54Z
deployment,gpn,28575,prod4,,,2024-05-22T04:25:18Z
deployment,gpn,28575,prod4,,,2024-05-16T04:43:32Z
deployment,gpn,28575,prod4,,,2024-05-08T04:11:35Z
deployment,pacificdental,24190,prod,,,2024-07-25T09:18:43Z
deployment,pacificdental,24190,prod,,,2024-07-25T09:00:22Z
deployment,pacificdental,24190,prod,,,2024-07-24T12:23:40Z
deployment,pacificdental,24190,prod,,,2024-07-24T11:17:15Z
deployment,pacificdental,24190,prod,,,2024-07-24T05:57:05Z
deployment,pacificdental,24190,prod,,,2024-07-23T09:35:01Z
deployment,pacificdental,24190,prod,,,2024-07-22T04:08:18Z
deployment,pacificdental,24190,prod,,,2024-07-10T06:06:39Z
deployment,pacificdental,24190,prod,,,2024-07-01T07:30:39Z
deployment,pacificdental,24190,prod,,,2024-07-01T07:15:14Z
deployment,pacificdental,24190,prod,,,2024-06-26T10:38:04Z
deployment,pacificdental,24190,prod,,,2024-06-26T06:58:35Z
deployment,pacificdental,24190,prod,,,2024-06-25T07:42:24Z
deployment,pacificdental,24190,prod,,,2024-06-24T11:44:20Z
deployment,pacificdental,24190,prod,,,2024-06-23T05:20:39Z
deployment,pacificdental,24190,prod,,,2024-06-20T07:12:27Z
deployment,pacificdental,24190,prod,,,2024-06-17T15:00:09Z
deployment,pacificdental,24190,prod,,,2024-06-16T11:03:21Z
deployment,pacificdental,24190,prod,,,2024-06-16T10:39:50Z
deployment,pacificdental,24190,prod,,,2024-06-16T08:08:14Z
deployment,pacificdental,24190,prod,,,2024-06-16T06:03:53Z
deployment,pacificdental,24190,prod,,,2024-06-03T07:07:27Z
deployment,pacificdental,24190,prod,,,2024-06-02T05:12:09Z
deployment,pacificdental,24190,prod,,,2024-05-28T04:10:48Z
deployment,pacificdental,24190,prod,,,2024-05-23T04:55:28Z
deployment,pacificdental,24190,prod,,,2024-05-22T15:19:25Z
deployment,pacificdental,24190,prod,,,2024-05-22T07:12:58Z
deployment,pacificdental,24190,prod,,,2024-05-19T05:38:02Z
deployment,pacificdental,24190,prod,,,2024-05-07T07:23:06Z
deployment,hunton,28754,prod4,,,2024-07-25T04:05:28Z
deployment,hunton,28754,prod4,,,2024-07-21T12:11:02Z
deployment,hunton,28754,prod4,,,2024-07-21T08:12:59Z
deployment,hunton,28754,prod4,,,2024-07-10T04:04:41Z
deployment,hunton,28754,prod4,,,2024-07-01T14:48:51Z
deployment,hunton,28754,prod4,,,2024-06-26T11:15:09Z
deployment,hunton,28754,prod4,,,2024-06-26T08:08:47Z
deployment,hunton,28754,prod4,,,2024-06-26T04:41:38Z
deployment,hunton,28754,prod4,,,2024-06-23T06:06:29Z
deployment,hunton,28754,prod4,,,2024-06-20T07:47:55Z
deployment,hunton,28754,prod4,,,2024-06-17T16:59:38Z
deployment,hunton,28754,prod4,,,2024-06-16T12:31:07Z
deployment,hunton,28754,prod4,,,2024-06-16T09:03:23Z
deployment,hunton,28754,prod4,,,2024-06-03T08:01:07Z
deployment,hunton,28754,prod4,,,2024-06-02T08:01:58Z
deployment,hunton,28754,prod4,,,2024-05-29T04:09:09Z
deployment,hunton,28754,prod4,,,2024-05-22T15:01:54Z
deployment,hunton,28754,prod4,,,2024-05-22T04:25:18Z
deployment,hunton,28754,prod4,,,2024-05-16T04:43:32Z
deployment,hunton,28754,prod4,,,2024-05-08T04:11:35Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-07-25T04:05:28Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-07-21T08:12:59Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-07-10T04:04:41Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-07-01T14:48:51Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-06-26T11:15:09Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-06-26T08:08:47Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-06-26T04:41:38Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-06-23T06:06:29Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-06-20T07:47:55Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-06-16T12:31:07Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-06-16T09:03:23Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-06-03T08:01:07Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-06-02T08:01:58Z
deployment,ctmuhb-nhs,30085,prod4,,,2024-05-29T12:06:05Z
deployment,klinikum-gap,28487,prod4,,,2024-07-25T04:05:28Z
deployment,klinikum-gap,28487,prod4,,,2024-07-21T08:12:59Z
deployment,klinikum-gap,28487,prod4,,,2024-07-10T04:04:41Z
deployment,klinikum-gap,28487,prod4,,,2024-07-01T14:48:51Z
deployment,klinikum-gap,28487,prod4,,,2024-06-26T11:15:09Z
deployment,klinikum-gap,28487,prod4,,,2024-06-26T08:08:47Z
deployment,klinikum-gap,28487,prod4,,,2024-06-26T04:41:38Z
deployment,klinikum-gap,28487,prod4,,,2024-06-23T06:06:29Z
deployment,klinikum-gap,28487,prod4,,,2024-06-20T07:47:55Z
deployment,klinikum-gap,28487,prod4,,,2024-06-16T12:31:07Z
deployment,klinikum-gap,28487,prod4,,,2024-06-16T09:03:23Z
deployment,klinikum-gap,28487,prod4,,,2024-06-03T08:01:07Z
deployment,klinikum-gap,28487,prod4,,,2024-06-02T08:01:58Z
deployment,klinikum-gap,28487,prod4,,,2024-05-29T04:09:09Z
deployment,klinikum-gap,28487,prod4,,,2024-05-22T15:01:54Z
deployment,klinikum-gap,28487,prod4,,,2024-05-22T04:25:18Z
deployment,klinikum-gap,28487,prod4,,,2024-05-16T04:43:32Z
deployment,klinikum-gap,28487,prod4,,,2024-05-08T04:11:35Z
deployment,uchicago,28450,prod,,,2024-07-25T09:18:43Z
deployment,uchicago,28450,prod,,,2024-07-25T09:00:22Z
deployment,uchicago,28450,prod,,,2024-07-24T12:23:40Z
deployment,uchicago,28450,prod,,,2024-07-24T11:17:15Z
deployment,uchicago,28450,prod,,,2024-07-24T05:57:05Z
deployment,uchicago,28450,prod,,,2024-07-23T09:35:01Z
deployment,uchicago,28450,prod,,,2024-07-22T04:08:18Z
deployment,uchicago,28450,prod,,,2024-07-21T12:32:49Z
deployment,uchicago,28450,prod,,,2024-07-21T12:18:26Z
deployment,uchicago,28450,prod,,,2024-07-21T11:57:29Z
deployment,uchicago,28450,prod,,,2024-07-10T06:06:39Z
deployment,uchicago,28450,prod,,,2024-07-01T07:30:39Z
deployment,uchicago,28450,prod,,,2024-07-01T07:15:14Z
deployment,uchicago,28450,prod,,,2024-06-26T10:38:04Z
deployment,uchicago,28450,prod,,,2024-06-26T06:58:35Z
deployment,uchicago,28450,prod,,,2024-06-25T07:42:24Z
deployment,uchicago,28450,prod,,,2024-06-24T11:44:20Z
deployment,uchicago,28450,prod,,,2024-06-23T05:20:39Z
deployment,uchicago,28450,prod,,,2024-06-20T07:12:27Z
deployment,uchicago,28450,prod,,,2024-06-16T11:03:21Z
deployment,uchicago,28450,prod,,,2024-06-16T10:39:50Z
deployment,uchicago,28450,prod,,,2024-06-16T06:03:53Z
deployment,uchicago,28450,prod,,,2024-06-03T07:27:49Z
deployment,uchicago,28450,prod,,,2024-06-02T05:12:09Z
deployment,uchicago,28450,prod,,,2024-05-28T04:10:48Z
deployment,uchicago,28450,prod,,,2024-05-23T04:55:28Z
deployment,uchicago,28450,prod,,,2024-05-22T15:19:25Z
deployment,uchicago,28450,prod,,,2024-05-22T07:12:58Z
deployment,uchicago,28450,prod,,,2024-05-21T10:14:53Z
deployment,uchicago,28450,prod,,,2024-05-20T14:19:26Z
deployment,uchicago,28450,prod,,,2024-05-19T05:38:02Z
deployment,uchicago,28450,prod,,,2024-05-07T07:23:06Z
deployment,kissimmee-fl,27290,prod,,,2024-07-25T09:18:43Z
deployment,kissimmee-fl,27290,prod,,,2024-07-25T09:00:22Z
deployment,kissimmee-fl,27290,prod,,,2024-07-24T12:23:40Z
deployment,kissimmee-fl,27290,prod,,,2024-07-24T11:17:15Z
deployment,kissimmee-fl,27290,prod,,,2024-07-24T05:57:05Z
deployment,kissimmee-fl,27290,prod,,,2024-07-23T09:35:01Z
deployment,kissimmee-fl,27290,prod,,,2024-07-22T04:08:18Z
deployment,kissimmee-fl,27290,prod,,,2024-07-10T06:06:39Z
deployment,kissimmee-fl,27290,prod,,,2024-07-01T07:30:39Z
deployment,kissimmee-fl,27290,prod,,,2024-07-01T07:15:14Z
deployment,kissimmee-fl,27290,prod,,,2024-06-26T10:38:04Z
deployment,kissimmee-fl,27290,prod,,,2024-06-26T06:58:35Z
deployment,kissimmee-fl,27290,prod,,,2024-06-25T07:42:24Z
deployment,kissimmee-fl,27290,prod,,,2024-06-24T11:44:20Z
deployment,kissimmee-fl,27290,prod,,,2024-06-23T05:20:39Z
deployment,kissimmee-fl,27290,prod,,,2024-06-20T07:12:27Z
deployment,kissimmee-fl,27290,prod,,,2024-06-16T11:03:21Z
deployment,kissimmee-fl,27290,prod,,,2024-06-16T10:39:50Z
deployment,kissimmee-fl,27290,prod,,,2024-06-16T06:03:53Z
deployment,kissimmee-fl,27290,prod,,,2024-06-03T07:55:45Z
deployment,kissimmee-fl,27290,prod,,,2024-06-02T05:12:09Z
deployment,kissimmee-fl,27290,prod,,,2024-05-28T04:10:48Z
deployment,kissimmee-fl,27290,prod,,,2024-05-23T04:55:28Z
deployment,kissimmee-fl,27290,prod,,,2024-05-22T15:19:25Z
deployment,kissimmee-fl,27290,prod,,,2024-05-22T07:12:58Z
deployment,kissimmee-fl,27290,prod,,,2024-05-19T05:38:02Z
deployment,kissimmee-fl,27290,prod,,,2024-05-07T07:23:06Z
deployment,nus,26906,prod7,,,2024-07-24T13:08:39Z
deployment,nus,26906,prod7,,,2024-07-22T05:12:05Z
deployment,nus,26906,prod7,,,2024-07-09T12:47:24Z
deployment,nus,26906,prod7,,,2024-07-01T10:45:33Z
deployment,nus,26906,prod7,,,2024-06-26T11:15:09Z
deployment,nus,26906,prod7,,,2024-06-26T08:30:13Z
deployment,nus,26906,prod7,,,2024-06-25T15:01:49Z
deployment,nus,26906,prod7,,,2024-06-23T06:53:39Z
deployment,nus,26906,prod7,,,2024-06-23T06:50:01Z
deployment,nus,26906,prod7,,,2024-06-16T12:28:44Z
deployment,nus,26906,prod7,,,2024-06-03T08:01:07Z
deployment,nus,26906,prod7,,,2024-06-02T09:40:00Z
deployment,nus,26906,prod7,,,2024-05-28T11:27:24Z
deployment,nus,26906,prod7,,,2024-05-22T14:51:36Z
deployment,nus,26906,prod7,,,2024-05-21T14:37:24Z
deployment,nus,26906,prod7,,,2024-05-19T11:06:25Z
deployment,nus,26906,prod7,,,2024-05-07T12:24:13Z
deployment,nus,26906,prod7,,,2024-05-07T11:52:56Z
deployment,nus,26906,prod7,,,2024-05-07T11:31:00Z
deployment,pfh-ie,28572,prod4,,,2024-07-25T04:05:28Z
deployment,pfh-ie,28572,prod4,,,2024-07-21T08:12:59Z
deployment,pfh-ie,28572,prod4,,,2024-07-10T04:04:41Z
deployment,pfh-ie,28572,prod4,,,2024-07-01T14:48:51Z
deployment,pfh-ie,28572,prod4,,,2024-06-26T11:15:09Z
deployment,pfh-ie,28572,prod4,,,2024-06-26T08:08:47Z
deployment,pfh-ie,28572,prod4,,,2024-06-26T04:41:38Z
deployment,pfh-ie,28572,prod4,,,2024-06-23T06:06:29Z
deployment,pfh-ie,28572,prod4,,,2024-06-20T07:47:55Z
deployment,pfh-ie,28572,prod4,,,2024-06-16T12:31:07Z
deployment,pfh-ie,28572,prod4,,,2024-06-16T09:03:23Z
deployment,pfh-ie,28572,prod4,,,2024-06-03T08:01:07Z
deployment,pfh-ie,28572,prod4,,,2024-06-02T08:01:58Z
deployment,pfh-ie,28572,prod4,,,2024-05-29T04:09:09Z
deployment,pfh-ie,28572,prod4,,,2024-05-22T15:01:54Z
deployment,pfh-ie,28572,prod4,,,2024-05-22T04:25:18Z
deployment,pfh-ie,28572,prod4,,,2024-05-16T04:43:32Z
deployment,pfh-ie,28572,prod4,,,2024-05-08T04:11:35Z
deployment,samtank,28413,prod4,,,2024-07-25T04:05:28Z
deployment,samtank,28413,prod4,,,2024-07-21T08:12:59Z
deployment,samtank,28413,prod4,,,2024-07-10T04:04:41Z
deployment,samtank,28413,prod4,,,2024-07-01T14:48:51Z
deployment,samtank,28413,prod4,,,2024-06-26T11:15:09Z
deployment,samtank,28413,prod4,,,2024-06-26T08:08:47Z
deployment,samtank,28413,prod4,,,2024-06-26T04:41:38Z
deployment,samtank,28413,prod4,,,2024-06-23T06:06:29Z
deployment,samtank,28413,prod4,,,2024-06-20T07:47:55Z
deployment,samtank,28413,prod4,,,2024-06-16T12:31:07Z
deployment,samtank,28413,prod4,,,2024-06-16T09:03:23Z
deployment,samtank,28413,prod4,,,2024-06-03T08:01:07Z
deployment,samtank,28413,prod4,,,2024-06-02T08:01:58Z
deployment,samtank,28413,prod4,,,2024-05-29T04:09:09Z
deployment,samtank,28413,prod4,,,2024-05-23T04:12:12Z
deployment,samtank,28413,prod4,,,2024-05-23T04:12:01Z
deployment,samtank,28413,prod4,,,2024-05-22T15:01:54Z
deployment,samtank,28413,prod4,,,2024-05-22T04:25:18Z
deployment,samtank,28413,prod4,,,2024-05-16T04:43:32Z
deployment,samtank,28413,prod4,,,2024-05-08T04:11:35Z
deployment,houstonmethodist,239,prod,,,2024-07-25T10:22:11Z
deployment,houstonmethodist,239,prod,,,2024-07-25T09:18:43Z
deployment,houstonmethodist,239,prod,,,2024-07-25T09:00:22Z
deployment,houstonmethodist,239,prod,,,2024-07-24T12:23:40Z
deployment,houstonmethodist,239,prod,,,2024-07-24T11:17:15Z
deployment,houstonmethodist,239,prod,,,2024-07-24T05:57:05Z
deployment,houstonmethodist,239,prod,,,2024-07-23T09:35:01Z
deployment,houstonmethodist,239,prod,,,2024-07-22T04:08:18Z
deployment,houstonmethodist,239,prod,,,2024-07-10T06:06:39Z
deployment,houstonmethodist,239,prod,,,2024-07-01T07:30:39Z
deployment,houstonmethodist,239,prod,,,2024-07-01T07:15:14Z
deployment,houstonmethodist,239,prod,,,2024-06-26T10:38:04Z
deployment,houstonmethodist,239,prod,,,2024-06-26T06:58:35Z
deployment,houstonmethodist,239,prod,,,2024-06-25T07:42:24Z
deployment,houstonmethodist,239,prod,,,2024-06-24T11:44:20Z
deployment,houstonmethodist,239,prod,,,2024-06-23T05:20:39Z
deployment,houstonmethodist,239,prod,,,2024-06-20T07:12:27Z
deployment,houstonmethodist,239,prod,,,2024-06-17T15:00:09Z
deployment,houstonmethodist,239,prod,,,2024-06-16T11:03:21Z
deployment,houstonmethodist,239,prod,,,2024-06-16T10:39:50Z
deployment,houstonmethodist,239,prod,,,2024-06-16T06:03:53Z
deployment,houstonmethodist,239,prod,,,2024-06-05T08:45:59Z
deployment,houstonmethodist,239,prod,,,2024-06-03T07:43:08Z
deployment,houstonmethodist,239,prod,,,2024-06-02T05:12:09Z
